procedure_sk,cpt_code,description,category,status
1012,38115,Repair of ruptured spleen (splenorrhaphy) with or without partial splenectomy,SPLE,No Change
1013,38120,"Laparoscopy, surgical, splenectomy",SPLE,No Change
1014,20101,Exploration of penetrating wound (separate procedure); chest,THOR,No Change
1015,21603,"Excision of chest wall tumor involving rib(s), with plastic reconstruction; with mediastinal lymphadenectomy",THOR,No change
1016,31770,Bronchoplasty; graft repair,THOR,No Change
1017,31775,Bronchoplasty; excision stenosis and anastomosis,THOR,No Change
1018,32096,"Thoracotomy, with diagnostic biopsy(ies) of lung infiltrate(s) (eg, wedge, incisional), unilateral",THOR,No Change
1019,32097,"Thoracotomy, with diagnostic biopsy(ies) of lung nodule(s) or mass(es) (eg, wedge, incisional), unilateral",THOR,No Change
1020,32100,Thoracotomy; with exploration,THOR,No Change
1021,32110,Thoracotomy; with control of traumatic hemorrhage and/or repair of lung tear,THOR,No Change
1022,32120,Thoracotomy; for postoperative complications,THOR,No Change
1023,32124,Thoracotomy; with open intrapleural pneumonolysis,THOR,No Change
1024,32140,"Thoracotomy; with cyst(s) removal, includes pleural procedure when performed",THOR,No Change
1025,32141,"Thoracotomy; with resection-plication of bullae, includes any pleural procedure when performed",THOR,No Change
1026,32151,Thoracotomy; with removal of intrapulmonary foreign body,THOR,No Change
1027,32200,"Pneumonostomy, with open drainage of abscess or cyst",THOR,No Change
1028,32215,Pleural scarification for repeat pneumothorax,THOR,No Change
1029,32220,"Decortication, pulmonary (separate procedure); total",THOR,No Change
1030,32225,"Decortication, pulmonary (separate procedure); partial",THOR,No Change
1031,32310,"Pleurectomy, parietal (separate procedure)",THOR,No Change
1032,32320,Decortication and parietal pleurectomy,THOR,No Change
1033,32440,"Removal of lung, pneumonectomy;",THOR,No Change
1034,32442,"Removal of lung, pneumonectomy; with resection of segment of trachea followed by broncho-tracheal anastomosis (sleeve pneumonectomy)",THOR,No Change
1035,32445,"Removal of lung, pneumonectomy; extrapleural",THOR,No Change
1036,32480,"Removal of lung, other than pneumonectomy; single lobe (lobectomy)",THOR,No Change
1037,32482,"Removal of lung, other than pneumonectomy; 2 lobes (bilobectomy)",THOR,No Change
1038,32484,"Removal of lung, other than pneumonectomy; single segment (segmentectomy)",THOR,No Change
1039,32486,"Removal of lung, other than pneumonectomy; with circumferential resection of segment of bronchus followed by broncho-bronchial anastomosis (sleeve lobectomy)",THOR,No Change
1040,32488,"Removal of lung, other than pneumonectomy; with all remaining lung following previous removal of a portion of lung (completion pneumonectomy)",THOR,No Change
1041,32491,"Removal of lung, other than pneumonectomy; with resection-plication of emphysematous lung(s) (bullous or non-bullous) for lung volume reduction, sternal split or transthoracic approach, includes any pleural procedure, when performed",THOR,No Change
1042,32501,Resection and repair of portion of bronchus (bronchoplasty) when performed at time of lobectomy or segmentectomy (List separately in No changeition to code for primary procedure),THOR,No Change
1043,32503,"Resection of apical lung tumor (eg, Pancoast tumor), including chest wall resection, rib(s) resection(s), neurovascular dissection, when performed; without chest wall reconstruction(s)",THOR,No Change
1044,32504,"Resection of apical lung tumor (eg, Pancoast tumor), including chest wall resection, rib(s) resection(s), neurovascular dissection, when performed; with chest wall reconstruction",THOR,No Change
1045,32505,"Thoracotomy; with therapeutic wedge resection (eg, mass, nodule), initial",THOR,No Change
1046,32506,"Thoracotomy; with therapeutic wedge resection (eg, mass or nodule), each No changeitional resection, ipsilateral (List separately in No changeition to code for primary procedure)",THOR,No Change
1047,32507,Thoracotomy; with diagnostic wedge resection followed by anatomic lung resection (List separately in No changeition to code for primary procedure),THOR,No Change
1048,32540,Extrapleural enucleation of empyema (empyemectomy),THOR,No Change
1049,32553,"Placement of interstitial device(s) for radiation therapy guidance (eg, fiducial markers, dosimeter), percutaneous, intrathoracic, single or multiple",THOR,No Change
1050,32607,"Thoracoscopy; with diagnostic biopsy(ies) of lung infiltrate(s) (eg, wedge, incisional), unilateral",THOR,No Change
1051,32608,"Thoracoscopy; with diagnostic biopsy(ies) of lung nodule(s) or mass(es) (eg, wedge, incisional), unilateral",THOR,No Change
1052,32609,Thoracoscopy; with biopsy(ies) of pleura,THOR,No Change
1053,32651,"Thoracoscopy, surgical; with partial pulmonary decortication",THOR,No Change
1054,32652,"Thoracoscopy, surgical; with total pulmonary decortication, including intrapleural pneumonolysis",THOR,No Change
1055,32655,"Thoracoscopy, surgical; with resection-plication of bullae, includes any pleural procedure when performed",THOR,No Change
1056,32662,"Thoracoscopy, surgical; with excision of mediastinal cyst, tumor, or mass",THOR,No Change
1057,32663,"Thoracoscopy, surgical; with lobectomy (single lobe)",THOR,No Change
1058,32666,"Thoracoscopy, surgical; with therapeutic wedge resection (eg, mass, nodule), initial unilateral",THOR,No Change
1059,32667,"Thoracoscopy, surgical; with therapeutic wedge resection (eg, mass or nodule), each No changeitional resection, ipsilateral (List separately in No changeition to code for primary procedure)",THOR,No Change
1060,32668,"Thoracoscopy, surgical; with diagnostic wedge resection followed by anatomic lung resection (List separately in No changeition to code for primary procedure)",THOR,No Change
1061,32669,"Thoracoscopy, surgical; with removal of a single lung segment (segmentectomy)",THOR,No Change
1062,32670,"Thoracoscopy, surgical; with removal of two lobes (bilobectomy)",THOR,No Change
1063,32671,"Thoracoscopy, surgical; with removal of lung (pneumonectomy)",THOR,No Change
1064,32672,"Thoracoscopy, surgical; with resection-plication for emphysematous lung (bullous or non-bullous) for lung volume reduction (LVRS), unilateral includes any pleural procedure, when performed",THOR,No Change
1065,32800,Repair lung hernia through chest wall,THOR,No Change
1066,32815,Open closure of major bronchial fistula,THOR,No Change
1067,32905,"Thoracoplasty, Schede type or extrapleural (all stages);",THOR,No Change
1068,32906,"Thoracoplasty, Schede type or extrapleural (all stages); with closure of bronchopleural fistula",THOR,No Change
1069,32940,"Pneumonolysis, extraperiosteal, including filling or packing procedures",THOR,No Change
1070,32960,"Pneumothorax, therapeutic, intrapleural injection of air",THOR,No Change
1071,39000,"Mediastinotomy with exploration, drainage, removal of foreign body, or biopsy; cervical approach",THOR,No Change
1072,39010,"Mediastinotomy with exploration, drainage, removal of foreign body, or biopsy; transthoracic approach, including either transthoracic or median sternotomy",THOR,No Change
1073,39200,Resection of mediastinal cyst,THOR,No Change
1074,39220,Resection of mediastinal tumor,THOR,No Change
1075,39501,"Repair, laceration of diaphragm, any approach",THOR,No Change
1076,39545,"Imbrication of diaphragm for eventration, transthoracic or transabdominal, paralytic or nonparalytic",THOR,No Change
1077,39560,"Resection, diaphragm; with simple repair (eg, primary suture)",THOR,No Change
1078,39561,"Resection, diaphragm; with complex repair (eg, prosthetic material, local muscle flap)",THOR,No Change
1079,64746,Transection or avulsion of; phrenic nerve,THOR,No Change
1080,60200,"Excision of cyst or adenoma of thyroid, or transection of isthmus",THYR,No Change
1081,60210,"Partial thyroid lobectomy, unilateral; with or without isthmusectomy",THYR,No Change
1082,60212,"Partial thyroid lobectomy, unilateral; with contralateral subtotal lobectomy, including isthmusectomy",THYR,No Change
1083,60220,"Total thyroid lobectomy, unilateral; with or without isthmusectomy",THYR,No Change
1084,60225,"Total thyroid lobectomy, unilateral; with contralateral subtotal lobectomy, including isthmusectomy",THYR,No Change
1085,60240,"Thyroidectomy, total or complete",THYR,No Change
1086,60252,"Thyroidectomy, total or subtotal for malignancy; with limited neck dissection",THYR,No Change
1087,60254,"Thyroidectomy, total or subtotal for malignancy; with radical neck dissection",THYR,No Change
1088,60260,"Thyroidectomy, removal of all remaining thyroid tissue following previous removal of a portion of thyroid",THYR,No Change
1089,60270,"Thyroidectomy, including substernal thyroid; sternal split or transthoracic approach",THYR,No Change
1090,60271,"Thyroidectomy, including substernal thyroid; cervical approach",THYR,No Change
1091,60500,Parathyroidectomy or exploration of parathyroid(s),THYR,No Change
1092,60502,Parathyroidectomy or exploration of parathyroid(s); re-exploration,THYR,No Change
1093,60505,"Parathyroidectomy or exploration of parathyroid(s); with mediastinal exploration, sternal split or transthoracic approach",THYR,No Change
1094,60512,Parathyroid autotransplantation (List separately in No changeition to code for primary procedure),THYR,No Change
1095,51925,Closure of vesicouterine fistula; with hysterectomy,VHYS,No Change
1096,58260,"Vaginal hysterectomy, for uterus 250 g or less",VHYS,No Change
1097,58262,"Vaginal hysterectomy, for uterus 250 g or less; with removal of tube(s), and/or ovary(s)",VHYS,No Change
1098,58263,"Vaginal hysterectomy, for uterus 250 g or less; with removal of tube(s), and/or ovary(s), with repair of enterocele",VHYS,No Change
1099,58267,"Vaginal hysterectomy, for uterus 250 g or less; with colpo-urethrocystopexy (Marshall-Marchetti-Krantz type, Pereyra type) with or without endoscopic control",VHYS,No Change
1100,58270,"Vaginal hysterectomy, for uterus 250 g or less; with repair of enterocele",VHYS,No Change
1101,58275,"Vaginal hysterectomy, for uterus 250 g or less;",VHYS,No Change
1102,58280,"Vaginal hysterectomy, with total or partial vaginectomy; with repair of enterocele",VHYS,No Change
1103,58285,"Vaginal hysterectomy, radical (Schauta type operation)",VHYS,No Change
1104,58290,"Vaginal hysterectomy, for uterus greater than 250 g",VHYS,No Change
1105,58291,"Vaginal hysterectomy, for uterus greater than 250 g; with removal of tube(s) and/or ovary(s)",VHYS,No Change
1106,58292,"Vaginal hysterectomy, for uterus greater than 250 g; with removal of tube(s) and/or ovary(s), with repair of enterocele",VHYS,No Change
1107,58293,"Vaginal hysterectomy, for uterus greater than 250 g; with colpo-urethrocystopexy (Marshall-Marchetti-Krantz type, Pereyra type) with or without endoscopic control",VHYS,No Change
1108,58294,"Vaginal hysterectomy, for uterus greater than 250 g; with repair of enterocele",VHYS,No Change
1109,62160,"Neuroendoscopy, intracranial, for placement or replacement of ventricular catheter and attachment to shunt system or external drainage (List separately in No changeition to code for primary procedure)",VSHN,No Change
1110,62180,Ventriculocisternostomy (Torkildsen type operation),VSHN,No Change
1111,62190,"Creation of shunt; subarachnoid/subdural-atrial, -jugular, -auricular",VSHN,No Change
1112,62192,"Creation of shunt; subarachnoid/subdural-peritoneal, -pleural, other terminus",VSHN,No Change
1113,62194,"Replacement or irrigation, subarachnoid/subdural catheter",VSHN,No Change
1114,62220,"Creation of shunt; ventriculo-atrial, -jugular, -auricular",VSHN,No Change
1115,62223,"Creation of shunt; ventriculo-peritoneal, -pleural, other terminus",VSHN,No Change
1116,62225,"Replacement or irrigation, ventricular catheter",VSHN,No Change
1117,62230,"Replacement or revision of cerebrospinal fluid shunt, obstructed valve, or distal catheter in shunt system",VSHN,No Change
1118,62256,Removal of complete cerebrospinal fluid shunt system; without replacement,VSHN,No Change
1119,62258,Removal of complete cerebrospinal fluid shunt system; with replacement by similar or other shunt at same operation,VSHN,No Change
1120,20102,Exploration of penetrating wound (separate procedure); abdomen/flank/back,XLAP,No Change
1121,35840,"Exploration for postoperative hemorrhage, thrombosis or infection; abdomen",XLAP,No Change
1122,39503,"Repair, neonatal diaphragmatic hernia, with or without chest tube insertion and with or without creation of ventral hernia",XLAP,No Change
1123,39540,"Repair, diaphragmatic hernia (other than neonatal), traumatic; acute",XLAP,No Change
1124,39541,"Repair, diaphragmatic hernia (other than neonatal), traumatic; chronic",XLAP,No Change
1125,43332,"Repair, paraesophageal hiatal hernia (including fundoplication), via laparotomy, except neonatal; without implantation of mesh or other prosthesis",XLAP,No Change
1126,43333,"Repair, paraesophageal hiatal hernia (including fundoplication), via laparotomy, except neonatal; with implantation of mesh or other prosthesis",XLAP,No Change
1127,44005,Enterolysis (freeing of intestinal adhesions) (separate procedure),XLAP,No Change
1128,44180,"Laparoscopy, surgical, enterolysis (freeing of intestinal adhesion) (separate procedure)",XLAP,No Change
1129,44700,"Exclusion of small intestine from pelvis by mesh or other prosthesis, or native tissue (eg, bladder or omentum)",XLAP,No Change
1130,44820,Excision of lesion of mesentery (separate procedure),XLAP,No Change
1131,44850,Suture of mesentery (separate procedure),XLAP,No Change
1132,49000,"Exploratory laparotomy, exploratory celiotomy with or without biopsy(s) (separate procedure)",XLAP,No Change
1133,49002,Reopening of recent laparotomy,XLAP,No Change
1134,49010,"Exploration, retroperitoneal area with or without biopsy(s) (separate procedure)",XLAP,No Change
1135,49013,"Preperitoneal pelvic packing for hemorrhage associated with pelvic trauma, including local exploration",XLAP,No change
1136,49014,"Re-exploration of pelvic wound with removal of preperitoneal pelvic packing, including repacking, when performed",XLAP,No change
1137,49020,"Drainage of peritoneal abscess or localized peritonitis, exclusive of appendiceal abscess, open",XLAP,No Change
1138,49040,"Drainage of subdiaphragmatic or subphrenic abscess, open",XLAP,No Change
1139,49060,"Drainage of retroperitoneal abscess, open",XLAP,No Change
1140,49203,"Excision or destruction, open, intra-abdominal tumors, cysts or endometriomas, 1 or more peritoneal, mesenteric, or retroperitoneal primary or secondary tumors; largest tumor 5 cm diameter or less",XLAP,No Change
1141,49204,"Excision or destruction, open, intra-abdominal tumors, cysts or endometriomas, 1 or more peritoneal, mesenteric, or retroperitoneal primary or secondary tumors; largest tumor 5.1-10.0 cm diameter",XLAP,No Change
1142,49205,"Excision or destruction, open, intra-abdominal tumors, cysts or endometriomas, 1 or more peritoneal, mesenteric, or retroperitoneal primary or secondary tumors; largest tumor greater than 10.0 cm diameter",XLAP,No Change
1143,49215,Excision of presacral or sacrococcygeal tumor,XLAP,No Change
1144,49220,"Staging laparotomy for Hodgkin's disease or lymphoma (includes splenectomy, needle or open biopsies of both liver lobes, possibly also removal of abdominal nodes, abdominal node and/or bone marrow biopsies, ovarian repositioning)",XLAP,No Change
1145,49250,"Umbilectomy, omphalectomy, excision of umbilicus (separate procedure)",XLAP,No Change
1146,49255,"Omentectomy, epiploectomy, resection of omentum (separate procedure)",XLAP,No Change
1147,49320,"Laparoscopy, abdomen, peritoneum, and omentum, diagnostic, with or without collection of specimen(s) by brushing or washing (separate procedure)",XLAP,No Change
1148,49321,"Laparoscopy, surgical; with biopsy (single or multiple) ",XLAP,No Change
1149,49324,"Laparoscopy, surgical; with insertion of tunneled intraperitoneal catheter",XLAP,No Change
1150,49325,"Laparoscopy, surgical; with revision of previously placed intraperitoneal cannula or catheter, with removal of intraluminal obstructive material if performed",XLAP,No Change
1151,49326,"Laparoscopy, surgical; with omentopexy (omental tacking procedure) (List separately in No changeition to code for primary procedure)",XLAP,No Change
1152,49402,Removal of peritoneal foreign body from peritoneal cavity,XLAP,No Change
1153,49412,"Placement of interstitial device(s) for radiation therapy guidance (eg, fiducial markers, dosimeter), open, intra-abdominal, intrapelvic, and/or retroperitoneum, including image guidance, if performed, single or multiple (List separately in No changeition to code for primary procedure)",XLAP,No Change
1154,49419,"Insertion of tunneled intraperitoneal catheter, with subcutaneous port (ie, totally implantable)",XLAP,No Change
1155,49421,"Insertion of tunneled intraperitoneal catheter for dialysis, open",XLAP,No Change
1156,49425,Insertion of peritoneal-venous shunt,XLAP,No Change
1157,49426,Revision of peritoneal-venous shunt,XLAP,No Change
1158,49900,"Suture, secondary, of abdominal wall for evisceration or dehiscence",XLAP,No Change
1159,49905,"Omental flap, intra-abdominal (List separately in No changeition to code for primary procedure)",XLAP,No Change
1160,49906,Free omental flap with microvascular anastomosis,XLAP,No Change
1161,58960,"Laparotomy, for staging or restaging of ovarian, tubal, or primary peritoneal malignancy (second look), with or without omentectomy, peritoneal washing, biopsy of abdominal and pelvic peritoneum, diaphragmatic assessment with pelvic and limited para-aortic lymphadenectomy",XLAP,No Change
